PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,PLAYER_ID,PLAYER_NAME
78050,Ed,Sadowski,Boston Celtics,All-NBA,1,1947-48,,,1610612738,Award,Kia Motors,KIANT,,78050,Ed Sadowski
77403,John,Logan,St. Louis Bombers,All-NBA,2,1946-47,,,1610610034,Award,Kia Motors,KIANT,,77403,Johnny Logan
77403,John,Logan,St. Louis Bombers,All-NBA,2,1947-48,,,1610610034,Award,Kia Motors,KIANT,,77403,Johnny Logan
77403,John,Logan,St. Louis Bombers,All-NBA,2,1948-49,,,1610610034,Award,Kia Motors,KIANT,,77403,Johnny Logan
76918,Chuck,Halbert,Chicago Stags,All-NBA,2,1946-47,,,1610610025,Award,Kia Motors,KIANT,,76918,Chuck Halbert
78638,Max,Zaslofsky,Chicago Stags,All-NBA,1,1946-47,,,1610610025,Award,Kia Motors,KIANT,,78638,Max Zaslofsky
78638,Max,Zaslofsky,Chicago Stags,All-NBA,1,1947-48,,,1610610025,Award,Kia Motors,KIANT,,78638,Max Zaslofsky
78638,Max,Zaslofsky,Chicago Stags,All-NBA,1,1948-49,,,1610610025,Award,Kia Motors,KIANT,,78638,Max Zaslofsky
78638,Max,Zaslofsky,Chicago Stags,All-NBA,1,1949-50,,,1610610025,Award,Kia Motors,KIANT,,78638,Max Zaslofsky
76335,Ernie,Calverley,Providence Steamrollers,All-NBA,2,1946-47,,,1610610032,Award,Kia Motors,KIANT,,76335,Ernie Calverley
77587,Stan,Miasek,Detroit Falcons,All-NBA,1,1946-47,,,1610610028,Award,Kia Motors,KIANT,,77587,Stan Miasek
77587,Stan,Miasek,Chicago Stags,All-NBA,2,1947-48,,,1610610025,Award,Kia Motors,KIANT,,77587,Stan Miasek
76698,Bob,Feerick,Washington Capitols,All-NBA,1,1946-47,,,1610610036,Award,Kia Motors,KIANT,,76698,Bob Feerick
76698,Bob,Feerick,Washington Capitols,All-NBA,1,1947-48,,,1610610036,Award,Kia Motors,KIANT,,76698,Bob Feerick
76698,Bob,Feerick,Washington Capitols,All-NBA,2,1948-49,,,1610610036,Award,Kia Motors,KIANT,,76698,Bob Feerick
78094,Fred,Scolari,Washington Capitols,All-NBA,2,1946-47,,,1610610036,Award,Kia Motors,KIANT,,78094,Freddie Scolari
78094,Fred,Scolari,Washington Capitols,All-NBA,2,1947-48,,,1610610036,Award,Kia Motors,KIANT,,78094,Freddie Scolari
77546,Bones,McKinney,Washington Capitols,All-NBA,1,1946-47,,,1610610036,Award,Kia Motors,KIANT,,77546,Horace McKinney
77546,Bones,McKinney,Washington Capitols,All-NBA,2,1948-49,,,1610610036,Award,Kia Motors,KIANT,,77546,Horace McKinney
76126,Frank,Baumholtz,Cleveland Rebels,All-NBA,2,1946-47,,,1610610026,Award,Kia Motors,KIANT,,76126,Frankie Baumholtz
78051,Ken,Sailors,Providence Steamrollers,All-NBA,2,1948-49,,,1610610032,Award,Kia Motors,KIANT,,78051,Kenny Sailors
76498,Howie,Dallmar,Philadelphia Warriors,All-NBA,1,1947-48,,,1610612744,Award,Kia Motors,KIANT,,76498,Howie Dallmar
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1946-47,,,1610612744,Award,Kia Motors,KIANT,,76764,Joe Fulks
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1947-48,,,1610612744,Award,Kia Motors,KIANT,,76764,Joe Fulks
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,1,1948-49,,,1610612744,Award,Kia Motors,KIANT,,76764,Joe Fulks
76764,Joe,Fulks,Philadelphia Warriors,All-NBA,2,1950-51,,,1610612744,Award,Kia Motors,KIANT,,76764,Joe Fulks
76764,Joe,Fulks,,Hall of Fame Inductee,,1978,,,,Award,Hall of Fame,,,76764,Joe Fulks
76548,Dutch,Dehnert,,Hall of Fame Inductee,,1969,,,,Award,Hall of Fame,,,76548,Red Dehnert
77125,Buddy,Jeannette,Baltimore Bullets,All-NBA,2,1947-48,,,1610610024,Award,Kia Motors,KIANT,,77125,Buddy Jeannette
77125,Buddy,Jeannette,,Hall of Fame Inductee,,1994,,,,Award,Hall of Fame,,,77125,Buddy Jeannette
76243,Carl,Braun,New York Knicks,All-NBA,2,1947-48,,,1610612752,Award,Kia Motors,KIANT,,76243,Carl Braun
76243,Carl,Braun,New York Knicks,All-NBA,2,1953-54,,,1610612752,Award,Kia Motors,KIANT,,76243,Carl Braun
77853,Andy,Phillip,Philadelphia Warriors,All-NBA,2,1951-52,,,1610612744,Award,Kia Motors,KIANT,,77853,Andy Phillip
77853,Andy,Phillip,Philadelphia Warriors,All-NBA,2,1952-53,,,1610612744,Award,Kia Motors,KIANT,,77853,Andy Phillip
77853,Andy,Phillip,,Hall of Fame Inductee,,1961,,,,Award,Hall of Fame,,,77853,Andy Phillip
78117,Paul,Seymour,Syracuse Nationals,All-NBA,2,1953-54,,,1610612755,Award,Kia Motors,KIANT,,78117,Paul Seymour
78117,Paul,Seymour,Syracuse Nationals,All-NBA,2,1954-55,,,1610612755,Award,Kia Motors,KIANT,,78117,Paul Seymour
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1948-49,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1949-50,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1950-51,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1951-52,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1952-53,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,All-NBA,1,1953-54,,,1610612747,Award,Kia Motors,KIANT,,600012,George Mikan
600012,George,Mikan,,Hall of Fame Inductee,,1959,,,,Award,Hall of Fame,,,600012,George Mikan
600012,George,Mikan,Minneapolis Lakers,NBA All-Star Most Valuable Player,,1952-53,,,,Award,Kia Motors,KAMVP,,600012,George Mikan
77867,Jim,Pollard,Minneapolis Lakers,All-NBA,1,1948-49,,,1610612747,Award,Kia Motors,KIANT,,77867,Jim Pollard
77867,Jim,Pollard,Minneapolis Lakers,All-NBA,1,1949-50,,,1610612747,Award,Kia Motors,KIANT,,77867,Jim Pollard
77867,Jim,Pollard,Minneapolis Lakers,All-NBA,2,1951-52,,,1610612747,Award,Kia Motors,KIANT,,77867,Jim Pollard
77867,Jim,Pollard,Minneapolis Lakers,All-NBA,2,1953-54,,,1610612747,Award,Kia Motors,KIANT,,77867,Jim Pollard
77867,Jim,Pollard,,Hall of Fame Inductee,,1978,,,,Award,Hall of Fame,,,77867,Jim Pollard
77967,Arnie,Risen,Rochester Royals,All-NBA,2,1948-49,,,1610612758,Award,Kia Motors,KIANT,,77967,Arnie Risen
77967,Arnie,Risen,,Hall of Fame Inductee,,1998,,,,Award,Hall of Fame,,,77967,Arnie Risen
76514,Bob,Davies,Rochester Royals,All-NBA,1,1948-49,,,1610612758,Award,Kia Motors,KIANT,,76514,Bob Davies
76514,Bob,Davies,Rochester Royals,All-NBA,1,1949-50,,,1610612758,Award,Kia Motors,KIANT,,76514,Bob Davies
76514,Bob,Davies,Rochester Royals,All-NBA,1,1950-51,,,1610612758,Award,Kia Motors,KIANT,,76514,Bob Davies
76514,Bob,Davies,Rochester Royals,All-NBA,1,1951-52,,,1610612758,Award,Kia Motors,KIANT,,76514,Bob Davies
76514,Bob,Davies,Rochester Royals,All-NBA,2,1952-53,,,1610612758,Award,Kia Motors,KIANT,,76514,Bob Davies
76514,Bob,Davies,,Hall of Fame Inductee,,1970,,,,Award,Hall of Fame,,,76514,Bob Davies
78453,Bob,Wanzer,Rochester Royals,All-NBA,2,1951-52,,,1610612758,Award,Kia Motors,KIANT,,78453,Bobby Wanzer
78453,Bob,Wanzer,Rochester Royals,All-NBA,2,1952-53,,,1610612758,Award,Kia Motors,KIANT,,78453,Bobby Wanzer
78453,Bob,Wanzer,Rochester Royals,All-NBA,2,1953-54,,,1610612758,Award,Kia Motors,KIANT,,78453,Bobby Wanzer
78453,Bobby,Wanzer,,Hall of Fame Inductee,,1987,,,,Award,Hall of Fame,,,78453,Bobby Wanzer
76773,Harry,Gallatin,New York Knicks,All-NBA,1,1953-54,,,1610612752,Award,Kia Motors,KIANT,,76773,Harry Gallatin
76773,Harry,Gallatin,New York Knicks,All-NBA,2,1954-55,,,1610612752,Award,Kia Motors,KIANT,,76773,Harry Gallatin
76773,Harry,Gallatin,,Hall of Fame Inductee,,1991,,,,Award,Hall of Fame,,,76773,Harry Gallatin
77537,Dick,McGuire,New York Knicks,All-NBA,2,1950-51,,,1610612752,Award,Kia Motors,KIANT,,77537,Dick McGuire
77537,Dick,McGuire,,Hall of Fame Inductee,,1993,,,,Award,Hall of Fame,,,77537,Dick McGuire
76897,Alex,Groza,Indianapolis Olympians,All-NBA,1,1949-50,,,1610610030,Award,Kia Motors,KIANT,,76897,Alex Groza
76897,Alex,Groza,Indianapolis Olympians,All-NBA,1,1950-51,,,1610610030,Award,Kia Motors,KIANT,,76897,Alex Groza
76131,Ralph,Beard,Indianapolis Olympians,All-NBA,2,1949-50,,,1610610030,Award,Kia Motors,KIANT,,76131,Ralph Beard
76131,Ralph,Beard,Indianapolis Olympians,All-NBA,1,1950-51,,,1610610030,Award,Kia Motors,KIANT,,76131,Ralph Beard
77199,Wally,Jones,Baltimore Bullets,All-Rookie Team,1,1964-65,,,1610610024,Award,Kia Motors,KIART,,77199,Wallace Jones
77429,Ed,Macauley,Boston Celtics,All-NBA,1,1950-51,,,1610612738,Award,Kia Motors,KIANT,,77429,Ed Macauley
77429,Ed,Macauley,Boston Celtics,All-NBA,1,1951-52,,,1610612738,Award,Kia Motors,KIANT,,77429,Ed Macauley
77429,Ed,Macauley,Boston Celtics,All-NBA,1,1952-53,,,1610612738,Award,Kia Motors,KIANT,,77429,Ed Macauley
77429,Ed,Macauley,Boston Celtics,All-NBA,2,1953-54,,,1610612738,Award,Kia Motors,KIANT,,77429,Ed Macauley
77429,Ed,Macauley,,Hall of Fame Inductee,,1960,,,,Award,Hall of Fame,,,77429,Ed Macauley
77429,Ed,Macauley,Boston Celtics,NBA All-Star Most Valuable Player,,1950-51,,,,Award,Kia Motors,KAMVP,,77429,Ed Macauley
77429,Ed,Macauley,Boston Celtics,NBA All-Star Selection,,1950-51,,,East,Award,All-Star,,,77429,Ed Macauley
77480,Slater,Martin,Minneapolis Lakers,All-NBA,2,1954-55,,,1610612747,Award,Kia Motors,KIANT,,77480,Slater Martin
77480,Slater,Martin,Minneapolis Lakers,All-NBA,2,1955-56,,,1610612747,Award,Kia Motors,KIANT,,77480,Slater Martin
77480,Slater,Martin,St. Louis Hawks,All-NBA,2,1956-57,,,1610612737,Award,Kia Motors,KIANT,,77480,Slater Martin
77480,Slater,Martin,St. Louis Hawks,All-NBA,2,1957-58,,,1610612737,Award,Kia Motors,KIANT,,77480,Slater Martin
77480,Slater,Martin,St. Louis Hawks,All-NBA,2,1958-59,,,1610612737,Award,Kia Motors,KIANT,,77480,Slater Martin
77480,Slater,Martin,,Hall of Fame Inductee,,1982,,,,Award,Hall of Fame,,,77480,Slater Martin
77593,Vern,Mikkelsen,Minneapolis Lakers,All-NBA,2,1950-51,,,1610612747,Award,Kia Motors,KIANT,,77593,Vern Mikkelsen
77593,Vern,Mikkelsen,Minneapolis Lakers,All-NBA,2,1951-52,,,1610612747,Award,Kia Motors,KIANT,,77593,Vern Mikkelsen
77593,Vern,Mikkelsen,Minneapolis Lakers,All-NBA,2,1952-53,,,1610612747,Award,Kia Motors,KIANT,,77593,Vern Mikkelsen
77593,Vern,Mikkelsen,Minneapolis Lakers,All-NBA,2,1954-55,,,1610612747,Award,Kia Motors,KIANT,,77593,Vern Mikkelsen
77593,Vern,Mikkelsen,,Hall of Fame Inductee,,1995,,,,Award,Hall of Fame,,,77593,Vern Mikkelsen
76250,Frank,Brian,Anderson Duffey Packers,All-NBA,2,1949-50,,,1610610023,Award,Kia Motors,KIANT,,76250,Frank Brian
76250,Frank,Brian,Tri-Cities Blackhawks,All-NBA,2,1950-51,,,1610612737,Award,Kia Motors,KIANT,,76250,Frank Brian
78075,Fred,Schaus,Fort Wayne Zollner Pistons,All-NBA,2,1949-50,,,1610612765,Award,Kia Motors,KIANT,,78075,Fred Schaus
76373,Al,Cervi,Syracuse Nationals,All-NBA,2,1949-50,,,1610612755,Award,Kia Motors,KIANT,,76373,Al Cervi
76373,Al,Cervi,,Hall of Fame Inductee,,1985,,,,Award,Hall of Fame,,,76373,Al Cervi
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1949-50,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1950-51,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1951-52,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1952-53,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1953-54,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1954-55,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1955-56,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1956-57,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,1,1957-58,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1958-59,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1959-60,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,Syracuse Nationals,All-NBA,2,1960-61,,,1610612755,Award,Kia Motors,KIANT,,78076,Dolph Schayes
78076,Dolph,Schayes,,Hall of Fame Inductee,,1973,,,,Award,Hall of Fame,,,78076,Dolph Schayes
78126,Bill,Sharman,Boston Celtics,All-NBA,2,1952-53,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,2,1954-55,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,1,1955-56,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,1,1956-57,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,1,1957-58,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,1,1958-59,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,All-NBA,2,1959-60,,,1610612738,Award,Kia Motors,KIANT,,78126,Bill Sharman
78126,Bill,Sharman,,Hall of Fame Inductee,,1976,,,,Award,Hall of Fame,,,78126,Bill Sharman
78126,Bill,Sharman,Boston Celtics,NBA All-Star Most Valuable Player,,1954-55,,,,Award,Kia Motors,KAMVP,,78126,Bill Sharman
76744,Larry,Foust,Fort Wayne Pistons,All-NBA,2,1951-52,,,1610612765,Award,Kia Motors,KIANT,,76744,Larry Foust
76744,Larry,Foust,Fort Wayne Pistons,All-NBA,1,1954-55,,,1610612765,Award,Kia Motors,KIANT,,76744,Larry Foust
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1951-52,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1952-53,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1953-54,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1954-55,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1955-56,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1956-57,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1957-58,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1958-59,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1959-60,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,1,1960-61,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,2,1961-62,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,All-NBA,2,1962-63,,,1610612738,Award,Kia Motors,KIANT,,600003,Bob Cousy
600003,Bob,Cousy,,Hall of Fame Inductee,,1971,,,,Award,Hall of Fame,,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,NBA All-Star Most Valuable Player,,1953-54,,,,Award,Kia Motors,KAMVP,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,NBA All-Star Most Valuable Player,,1956-57,,,,Award,Kia Motors,KAMVP,,600003,Bob Cousy
600003,Bob,Cousy,Boston Celtics,NBA Most Valuable Player,,1956-57,,,,Award,Kia Motors,KIMVP,,600003,Bob Cousy
76056,Paul,Arizin,Philadelphia Warriors,All-NBA,1,1951-52,,,1610612744,Award,Kia Motors,KIANT,,76056,Paul Arizin
76056,Paul,Arizin,Philadelphia Warriors,All-NBA,1,1955-56,,,1610612744,Award,Kia Motors,KIANT,,76056,Paul Arizin
76056,Paul,Arizin,Philadelphia Warriors,All-NBA,1,1956-57,,,1610612744,Award,Kia Motors,KIANT,,76056,Paul Arizin
76056,Paul,Arizin,Philadelphia Warriors,All-NBA,2,1958-59,,,1610612744,Award,Kia Motors,KIANT,,76056,Paul Arizin
76056,Paul,Arizin,,Hall of Fame Inductee,,1978,,,,Award,Hall of Fame,,,76056,Paul Arizin
76056,Paul,Arizin,Philadelphia Warriors,NBA All-Star Most Valuable Player,,1951-52,,,,Award,Kia Motors,KAMVP,,76056,Paul Arizin
77169,Neil,Johnston,Philadelphia Warriors,All-NBA,1,1952-53,,,1610612744,Award,Kia Motors,KIANT,,77169,Neil Johnston
77169,Neil,Johnston,Philadelphia Warriors,All-NBA,1,1953-54,,,1610612744,Award,Kia Motors,KIANT,,77169,Neil Johnston
77169,Neil,Johnston,Philadelphia Warriors,All-NBA,1,1954-55,,,1610612744,Award,Kia Motors,KIANT,,77169,Neil Johnston
77169,Neil,Johnston,Philadelphia Warriors,All-NBA,1,1955-56,,,1610612744,Award,Kia Motors,KIANT,,77169,Neil Johnston
77169,Neil,Johnston,Philadelphia Warriors,All-NBA,2,1956-57,,,1610612744,Award,Kia Motors,KIANT,,77169,Neil Johnston
77573,Monk,Meineke,Fort Wayne Pistons,NBA Rookie of the Year,,1952-53,,,,Award,Kia Motors,KIROY,,77573,Don Meineke
77062,Bob,Houbregs,,Hall of Fame Inductee,,1987,,,,Award,Hall of Fame,,,77062,Bob Houbregs
77414,Clyde,Lovellette,Minneapolis Lakers,All-NBA,2,1955-56,,,1610612747,Award,Kia Motors,KIANT,,77414,Clyde Lovellette
77414,Clyde,Lovellette,,Hall of Fame Inductee,,1988,,,,Award,Hall of Fame,,,77414,Clyde Lovellette
76704,Ray,Felix,Baltimore Bullets,NBA Rookie of the Year,,1953-54,,,,Award,Kia Motors,KIROY,,76704,Ray Felix
76800,Jack,George,Philadelphia Warriors,All-NBA,2,1955-56,,,1610612744,Award,Kia Motors,KIANT,,76800,Jack George
78628,George,Yardley,Fort Wayne Pistons,All-NBA,2,1956-57,,,1610612765,Award,Kia Motors,KIANT,,78628,George Yardley
78628,George,Yardley,Detroit Pistons,All-NBA,1,1957-58,,,1610612765,Award,Kia Motors,KIANT,,78628,George Yardley
78628,George,Yardley,,Hall of Fame Inductee,,1996,,,,Award,Hall of Fame,,,78628,George Yardley
77907,Frank,Ramsey,,Hall of Fame Inductee,,1982,,,,Award,Hall of Fame,,,77907,Frank Ramsey
77847,Bob,Pettit,Milwaukee Hawks,All-NBA,1,1954-55,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1955-56,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1956-57,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1957-58,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1958-59,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1959-60,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1960-61,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1961-62,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1962-63,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,1,1963-64,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,All-NBA,2,1964-65,,,1610612737,Award,Kia Motors,KIANT,,77847,Bob Pettit
77847,Bob,Pettit,,Hall of Fame Inductee,,1971,,,,Award,Hall of Fame,,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA All-Star Most Valuable Player,,1955-56,,,,Award,Kia Motors,KAMVP,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA All-Star Most Valuable Player,,1957-58,,,,Award,Kia Motors,KAMVP,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA All-Star Most Valuable Player,,1958-59,,,,Award,Kia Motors,KAMVP,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA All-Star Most Valuable Player,,1961-62,,,,Award,Kia Motors,KAMVP,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA Most Valuable Player,,1955-56,,,,Award,Kia Motors,KIMVP,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA Most Valuable Player,,1958-59,,,,Award,Kia Motors,KIMVP,,77847,Bob Pettit
77847,Bob,Pettit,Milwaukee Hawks,NBA Rookie of the Year,,1954-55,,,,Award,Kia Motors,KIROY,,77847,Bob Pettit
77847,Bob,Pettit,St. Louis Hawks,NBA Sporting News Most Valuable Player of the Year,,1958-59,,,,Award,Sporting News,SNMVP,,77847,Bob Pettit
78142,Gene,Shue,Detroit Pistons,All-NBA,1,1959-60,,,1610612765,Award,Kia Motors,KIANT,,78142,Gene Shue
78142,Gene,Shue,Detroit Pistons,All-NBA,2,1960-61,,,1610612765,Award,Kia Motors,KIANT,,78142,Gene Shue
76454,Larry,Costello,Syracuse Nationals,All-NBA,2,1960-61,,,1610612755,Award,Kia Motors,KIANT,,76454,Larry Costello
78388,Jack,Twyman,Cincinnati Royals,All-NBA,2,1959-60,,,1610612758,Award,Kia Motors,KIANT,,78388,Jack Twyman
78388,Jack,Twyman,Cincinnati Royals,All-NBA,2,1961-62,,,1610612758,Award,Kia Motors,KIANT,,78388,Jack Twyman
78388,Jack,Twyman,,Hall of Fame Inductee,,1983,,,,Award,Hall of Fame,,,78388,Jack Twyman
600016,Maurice,Stokes,Rochester Royals,All-NBA,2,1955-56,,,1610612758,Award,Kia Motors,KIANT,,600016,Maurice Stokes
600016,Maurice,Stokes,Rochester Royals,All-NBA,2,1956-57,,,1610612758,Award,Kia Motors,KIANT,,600016,Maurice Stokes
600016,Maurice,Stokes,Cincinnati Royals,All-NBA,2,1957-58,,,1610612758,Award,Kia Motors,KIANT,,600016,Maurice Stokes
600016,Maurice,Stokes,,Hall of Fame Inductee,,2004,,,,Award,Hall of Fame,,,600016,Maurice Stokes
600016,Maurice,Stokes,Rochester Royals,NBA Rookie of the Year,,1955-56,,,,Award,Kia Motors,KIROY,,600016,Maurice Stokes
76783,Dick,Garmaker,Minneapolis Lakers,All-NBA,2,1956-57,,,1610612747,Award,Kia Motors,KIANT,,76783,Dick Garmaker
76828,Tom,Gola,Philadelphia Warriors,All-NBA,2,1957-58,,,1610612744,Award,Kia Motors,KIANT,,76828,Tom Gola
76828,Tom,Gola,,Hall of Fame Inductee,,1976,,,,Award,Hall of Fame,,,76828,Tom Gola
76902,Richie,Guerin,New York Knicks,All-NBA,2,1958-59,,,1610612752,Award,Kia Motors,KIANT,,76902,Richie Guerin
76902,Richie,Guerin,New York Knicks,All-NBA,2,1959-60,,,1610612752,Award,Kia Motors,KIANT,,76902,Richie Guerin
76902,Richie,Guerin,New York Knicks,All-NBA,2,1961-62,,,1610612752,Award,Kia Motors,KIANT,,76902,Richie Guerin
76902,Richie,Guerin,,Hall of Fame Inductee,,2013,,,,Award,Hall of Fame,,,76902,Richie Guerin
76988,Tom,Heinsohn,Boston Celtics,All-NBA,2,1960-61,,,1610612738,Award,Kia Motors,KIANT,,76988,Tom Heinsohn
76988,Tom,Heinsohn,Boston Celtics,All-NBA,2,1961-62,,,1610612738,Award,Kia Motors,KIANT,,76988,Tom Heinsohn
76988,Tom,Heinsohn,Boston Celtics,All-NBA,2,1962-63,,,1610612738,Award,Kia Motors,KIANT,,76988,Tom Heinsohn
76988,Tom,Heinsohn,Boston Celtics,All-NBA,2,1963-64,,,1610612738,Award,Kia Motors,KIANT,,76988,Tom Heinsohn
76988,Tom,Heinsohn,,Hall of Fame Inductee,,1986,,,,Award,Hall of Fame,,,76988,Tom Heinsohn
76988,Tom,Heinsohn,Boston Celtics,NBA Rookie of the Year,,1956-57,,,,Award,Kia Motors,KIROY,,76988,Tom Heinsohn
76912,Cliff,Hagan,St. Louis Hawks,All-NBA,2,1957-58,,,1610612737,Award,Kia Motors,KIANT,,76912,Cliff Hagan
76912,Cliff,Hagan,St. Louis Hawks,All-NBA,2,1958-59,,,1610612737,Award,Kia Motors,KIANT,,76912,Cliff Hagan
76912,Cliff,Hagan,,Hall of Fame Inductee,,1978,,,,Award,Hall of Fame,,,76912,Cliff Hagan
78049,Bill,Russell,Boston Celtics,All-Defensive Team,1,1968-69,,,1610612738,Award,Kia Motors,KIADT,,78049,Bill Russell
78049,Bill,Russell,Boston Celtics,All-NBA,2,1957-58,,,1610612738,Award,Kia Motors,KIANT,,78049,Bill Russell
78049,Bill,Russell,Boston Celtics,All-NBA,1,1958-59,,,1610612738,Award,Kia Motors,KIANT,,78049,Bill Russell
